"en","abstain","en","abstained","en","abstainer","fr","abstenir","fr","abstentionniste"
"en","abstemious","fr","abstention"
"en","abstention","fr","abstentionnisme"
"en","abstentionist"
"en","abstergent","fr","abstergent","fr","abstergente"
"en","abstinence","en","abstinent","fr","abstinence","fr","abstinent","fr","abstinente"
"en","abstract","en","abstracts","fr","abstraire","fr","abstrait","fr","abrégé","fr","abstract"
"en","abstraction","en","abstractions","fr","abstraction"
"en","abstractionist","fr","abstractionniste"
"en","abstruse","fr","abstrus","fr","abstruse","fr","abscons","fr","absconse"
"en","absurd","en","absurdly","fr","absurde","fr","absurdement"
"en","absurdity","fr","absurdité"
"en","abundance","en","abundant","fr","abondance","fr","abondant"
"en","abuse","en","abused","fr","abus","fr","abuser"
"en","abusive","en","abusively","fr","abusivement","fr","abusif","fr","abusive"
"en","abut","en","abutted"
"en","abutilon"
"en","abutment"
"en","abuzz"
"en","aby"
"en","abysm"
"en","abysmal"
"en","abyss","fr","abysse"
"en","abyssal","fr","abyssal"
"en","acacia","fr","acacia","fr","acacias"
"en","academia"
"en","academic","en","academics","fr","académique"
"en","academician","fr","académicien","fr","académicienne"
"en","academy","en","academies","fr","académie"
"en","acai"
"en","acalculia","fr","acalculie"
"en","acanthocephalan","fr","acanthocéphale"
"en","acanthocyte"
"en","acanthus","fr","acanthe"
"en","acaricide","fr","acaricide"
"en","acarid","fr","acarien"
"en","acarus"
"en","accede","fr","accéder"
"en","accelerant"
"en","accelerate","en","accelerating","en","accelerated","fr","accélérer","fr","accéléré","fr","accélérant"
"en","acceleration","fr","accélération"
"en","accelerator","fr","accélérateur","fr","accélératrice"
"en","accelerin","fr","accélérine"
"en","accelerometer","fr","accéléromètre"
"en","accent","en","accents","en","accented","fr","accent","fr","accentué"
"en","accentuate","en","accentuation","fr","accentuer","fr","accentuation"
"en","accept","en","accepts","en","accepting","en","accepted","fr","accepter","fr","accepte","fr","agréant"
"en","acceptable","en","acceptability","fr","acceptabilité","fr","acceptable","fr","admissibilité","fr","admissible"
"en","acceptance","fr","acceptation"
"en","acceptation","fr","acception"
"en","acception"
"en","access","fr","accès"
"en","accessible","en","accessibility","fr","accessibilité","fr","accessible"
"en","accession","fr","accession"
"en","accessory","en","accessories","fr","accessoire"
"en","accessorize","fr","accessoiriser"
"en","accidence"
"en","accident","en","accidents","fr","accident"
"en","accidental","en","accidentally","fr","accidentel","fr","accidentellement"
"en","accipiter","en","accipiters"
"en","acclaim","en","acclaimed","fr","acclamer"
"en","acclamation"
"en","acclimate"
"en","acclimation"
"en","acclimatize","en","acclimatized","en","acclimatization","fr","acclimatation","fr","acclimater"
"en","accolade","en","accolades","fr","accolade"
"en","accolate"
"en","accommodable","fr","accommodable"
"en","accommodate","en","accommodated","fr","accommoder","fr","accommode"
"en","accommodating","fr","accommodant"
"en","accommodation","en","accommodations","fr","accommodation","fr","accommodement"
"en","accompaniment"
"en","accompanist","fr","accompagnateur"
"en","accompany","en","accompanying","fr","accompagner","fr","accompagnement"
"en","accomplice"
"en","accomplish","en","accomplished","fr","accomplir","fr","accompli","fr","abouti","fr","aboutissement","fr","achevé"
"en","accomplishment","en","accomplishments","fr","accomplissement"
"en","accord"
"en","accordance"
"en","according","en","accordingly"
"en","accordion","en","accordions","fr","accordéon"
"en","accost","en","accosted","fr","accoster"
"en","account","en","accounts","en","accounted"
"en","accountability","en","accountable"
"en","accountancy"
"en","accountant"
"en","accounting"
"en","accoutrement"
"en","accredit","en","accredited","fr","accréditer","fr","agréer","fr","attitré"
"en","accreditation","fr","accréditation"
"en","accresce"
"en","accrete"
"en","accretion"
"en","accretive"
"en","accrual","en","accruals"
"en","accrue","en","accrued"
"en","accruement"
"en","accuitive"
"en","acculturate","fr","acculturer"
"en","acculturation","fr","acculturation"
"en","accumulate","fr","accumuler","fr","accumule"
"en","accumulation","fr","accumulation"
"en","accumulator","fr","accumulateur"
"en","accuracy"
"en","accurate","en","accurately"
"en","accurse","en","accursed"
"en","accusation","fr","accusation"
"en","accusative","fr","accusatif"
"en","accuse","en","accusing","en","accused","fr","accusateur","fr","accuse","fr","accuser"
"en","accuser"
"en","accustom","en","accustomed","fr","accoutumer"
"en","ace","en","aces","en","acing","en","aced","fr","as"
"en","acentric"
"en","acephalic"
"en","acerbic","fr","acerbe"
"en","acetabular"
"en","acetabulum"
"en","acetaminophen","fr","acétaminophène"
"en","acetate","fr","acétate"
"en","acetic","en","acetic acid"
"en","acetify"
"en","acetone","fr","acétone"
"en","acetyl","fr","acétyle"
"en","acetylcholine"
"en","acetylene","fr","acétylène"
"en","acetylsalicylic acid"
"en","ache","en","aches","en","aching","en","ached"
"en","achelousaurus"
"en","achene","fr","akène"
"en","achieve","en","achieving","en","achieved","en","achiever","en","achievable"
"en","achievement","fr","atteinte"
"en","achillea"
"en","achoo"
"en","achy"
"en","acid","en","acidic","fr","acide","fr","aciduler","fr","acidulé"
"en","acidify","en","acidifying","fr","acidifiant","fr","acidifier"
"en","acidity","fr","acidité"
"en","acidophilus"
"en","acidosis"
"en","acidulous"
"en","aciliate"
"en","acinetobacter"
"en","acinus"
"en","ack-ack"
"en","acker"
"en","acknowledge","en","acknowledging","en","acknowledged"
"en","acknowledgment"
"en","aclastic"
"en","acle"
"en","acme","fr","acmé"
"en","acne","fr","acné"
"en","acoine"
"en","acold"
"en","acolon"
"en","acolyte"
"en","aconite","fr","aconit"
"en","acorn","en","acorns"
"en","acoustic","en","acoustics","fr","acoustique"
"en","acquaint","en","acquainting","en","acquainted"
"en","acquaintance","en","acquaintances"
"en","acquiesce","en","acquiesces","en","acquiescing"
"en","acquiescence"
"en","acquiescent"
"en","acquiferous","fr","aquifère"
"en","acquire","en","acquires","en","acquired","en","acquirer","fr","acquérir","fr","acquière","fr","acquiert","fr","acquis","fr","acquise"
"en","acquisition","en","acquisitions","en","acquisitive","fr","acquisition"
"en","acquit","en","acquitted","en","acquitment","fr","acquitter","fr","acquitta"
"en","acquittal","fr","acquittement"
"en","acras","fr","acras"
"en","acre","en","acres","fr","arpent"
"en","acreage"
"en","acrid","en","acridness","fr","âcre","fr","âcreté"
"en","acridine"
"en","acrimonious","en","acrimony","fr","acrimonieux","fr","acrimonie"
"en","acrobat","en","acrobats","fr","acrobate"
